,HCT116_DMSO_8h,HCT116_DMSO_24h,HCT116_HCQ_8h,HCT116_HCQ_24h,HCT116_Rem_8h,HCT116_Rem_24h,HepG2_DMSO_8h,HepG2_DMSO_24h,HepG2_HCQ_8h,HepG2_HCQ_24h,HepG2_Rem_8h,HepG2_Rem_24h,HT29_DMSO_8h,HT29_DMSO_24h,HT29_HCQ_8h,HT29_HCQ_24h,HT29_Rem_8h,HT29_Rem_24h,PLC_DMSO_8h,PLC_DMSO_24h,PLC_HCQ_8h,PLC_HCQ_24h,PLC_Rem_8h,PLC_Rem_24h
ENSG00000204542.2,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,1,39,0,0,0,0,0,0,0
ENSG00000204560.9,282,249,66,81,99,685,213,188,236,206,183,206,143,60,93,72,760,75,685,71,67,150,59,249
ENSG00000204564.11,83,101,25,25,29,292,98,76,72,48,74,107,129,53,40,36,377,45,438,56,54,61,48,120
ENSG00000204568.11,2592,2251,750,532,863,7140,1787,1401,1293,1172,1928,2335,1936,1278,597,317,9990,619,7741,638,470,751,770,2601
ENSG00000204569.9,1897,1930,393,584,531,4520,1786,1270,1455,1551,3315,1255,1514,839,453,359,9299,691,8051,685,808,1455,888,2027
ENSG00000204572.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204574.12,2721,2224,759,853,824,6667,3757,2613,3725,3182,2824,3316,3291,1742,1494,782,16232,912,15574,1384,1874,4440,1531,4081
ENSG00000204576.11,74,79,26,20,20,165,70,40,60,60,27,37,36,15,23,15,148,5,261,31,26,81,19,54
ENSG00000204577.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,0,1
ENSG00000204580.13,585,600,332,252,261,1829,356,327,339,240,238,172,792,412,256,297,2527,145,2736,224,180,364,193,513
ENSG00000204581.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204583.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,1,1,0,4
ENSG00000204584.1,3,5,0,0,4,26,3,0,2,1,16,19,6,7,3,2,59,6,3,2,0,0,3,7
ENSG00000204588.5,7,2,1,1,0,8,0,0,0,0,0,1,17,9,7,1,92,5,0,1,0,0,0,0
ENSG00000204590.12,648,591,226,191,200,1456,444,343,482,387,348,334,593,296,176,182,2965,195,3368,264,349,771,303,857
ENSG00000204592.8,519,422,209,221,147,1850,356,275,373,382,314,333,397,190,170,218,1797,173,1602,145,210,615,123,421
ENSG00000204599.14,37,45,20,13,13,182,99,77,69,86,115,179,93,41,35,9,444,50,434,34,31,75,30,163
ENSG00000204604.10,33,48,14,14,12,154,33,32,36,43,26,91,123,47,34,44,461,55,109,10,9,16,9,58
ENSG00000204610.12,20,11,11,11,9,22,78,72,55,35,61,60,49,14,29,7,237,21,90,9,8,25,8,15
ENSG00000204611.6,67,37,14,13,11,161,41,37,33,30,37,77,26,10,11,9,241,20,106,11,9,26,24,72
ENSG00000204613.10,3,1,0,2,0,13,16,8,7,10,14,2,11,2,2,0,73,4,13,0,1,5,4,2
ENSG00000204614.8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
ENSG00000204616.10,0,0,0,0,2,0,1,0,5,0,3,2,303,199,172,199,1312,88,424,39,56,192,23,91
ENSG00000204618.8,6,7,4,0,2,7,2,4,0,0,0,0,59,29,24,29,180,17,0,0,0,0,0,0
ENSG00000204619.7,274,278,105,88,102,1133,600,518,436,302,319,293,1126,627,363,283,4120,259,3864,299,243,417,248,889
ENSG00000204620.3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0
ENSG00000204622.11,1,3,0,0,0,0,4,5,4,3,2,4,8,2,4,5,22,6,8,1,2,8,2,1
ENSG00000204623.9,33,25,6,21,9,110,25,39,30,29,46,50,17,4,10,11,108,9,72,5,9,5,15,11
ENSG00000204624.7,0,1,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,3
ENSG00000204625.10,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,6,0,0,0,0,9
ENSG00000204628.11,8839,8283,3243,2851,3497,26740,6162,5020,5362,4202,4432,4660,10882,4075,3152,3526,46706,3136,18090,1546,953,2076,1413,4272
ENSG00000204632.11,0,0,0,0,0,0,1,0,1,0,0,1,5,1,0,1,17,0,0,0,0,0,0,0
ENSG00000204634.12,40,44,14,28,12,118,149,94,123,82,86,110,30,11,8,6,114,8,618,59,26,69,32,125
ENSG00000204637.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ENSG00000204642.13,12,3,5,3,1,18,12,8,6,5,8,4,11,3,2,6,43,2,137,10,8,23,12,35
ENSG00000204644.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
ENSG00000204650.14,107,112,42,51,24,290,61,38,43,38,38,44,42,19,12,10,262,25,148,34,9,27,8,39
ENSG00000204652.6,16,11,8,5,4,32,7,6,5,6,2,8,15,15,8,2,86,9,69,9,4,8,3,13
ENSG00000204653.9,0,0,0,0,0,0,4,1,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204661.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
ENSG00000204666.3,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,12,1,0,0,5,6
ENSG00000204669.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204673.10,404,397,100,98,109,1536,246,195,198,234,143,200,584,353,240,175,3668,178,1470,171,240,605,248,629
ENSG00000204681.10,27,26,13,7,6,70,1,0,2,0,0,1,2,0,1,1,4,0,252,18,22,47,15,24
ENSG00000204682.5,12,33,6,14,1,31,124,131,82,88,65,15,1,0,4,0,3,0,752,72,47,107,62,108
ENSG00000204684.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000204685.6,8,8,0,3,7,77,47,21,27,22,29,68,28,11,9,10,141,22,45,5,7,22,1,43
ENSG00000204688.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
ENSG00000204700.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000204702.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000204706.14,0,0,1,0,1,7,3,0,0,0,2,1,2,0,0,0,3,0,1,0,0,0,0,0
ENSG00000204709.4,0,0,0,0,0,0,1,1,4,4,1,0,0,1,0,0,0,0,124,8,12,17,8,18
ENSG00000204710.2,0,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,17,2,0,0,0,4
ENSG00000204711.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
ENSG00000204713.10,410,354,96,106,116,1170,604,494,469,431,229,421,469,229,150,95,2481,149,2135,176,74,214,161,582
ENSG00000204740.10,0,0,0,0,0,0,5,6,2,5,7,4,0,0,2,0,3,0,0,0,0,0,0,0
ENSG00000204745.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000204758.7,1,1,2,1,0,9,4,7,5,4,1,4,2,2,1,0,15,1,30,7,2,20,4,9
ENSG00000204764.13,16,13,6,1,5,66,0,0,0,0,0,0,11,7,7,2,49,3,99,9,2,13,3,26
ENSG00000204778.4,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0
ENSG00000204789.4,23,19,2,7,9,95,1,1,0,0,0,1,0,1,0,0,6,2,115,11,7,21,12,76
ENSG00000204792.2,0,0,0,0,0,7,0,0,0,2,4,3,0,0,0,0,23,2,0,0,0,0,0,0
ENSG00000204805.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ENSG00000204815.9,3,3,0,2,1,55,8,10,1,1,13,2,2,2,0,0,19,2,71,2,5,6,11,31
ENSG00000204822.6,56,63,21,13,10,76,71,51,42,56,38,17,103,57,28,21,467,6,493,45,72,125,58,77
ENSG00000204832.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,282,16,11,28,23,65
ENSG00000204837.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000204839.8,150,146,30,48,54,587,13,20,18,24,52,118,279,184,78,36,1368,42,93,6,18,24,14,32
ENSG00000204842.15,488,453,252,226,163,1419,544,441,702,530,434,666,514,255,304,202,2529,215,2579,226,263,548,230,643
ENSG00000204843.12,659,543,169,149,200,1236,666,500,616,541,625,541,347,181,109,94,1739,97,2623,198,197,339,203,522
ENSG00000204851.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000204852.15,27,18,8,9,11,70,44,27,28,30,36,22,21,9,12,7,93,6,381,32,16,29,34,94
ENSG00000204856.11,117,129,52,60,80,270,154,149,236,100,98,118,234,77,94,55,607,57,557,44,48,107,18,50
ENSG00000204859.12,75,57,24,22,25,196,20,23,18,20,24,23,22,5,7,11,256,8,280,31,29,46,50,101
ENSG00000204860.4,5,8,0,5,4,6,27,15,25,12,17,10,10,2,16,6,40,4,4,2,0,0,0,7
ENSG00000204866.8,3,0,0,0,0,0,1,3,0,0,0,1,19,7,2,1,79,11,2,0,0,0,0,7
ENSG00000204869.8,0,0,0,0,0,0,15,17,5,10,10,17,82,56,29,18,405,43,6,1,2,4,0,4
ENSG00000204872.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000204876.4,4,5,9,10,1,8,135,103,85,84,51,86,180,114,55,43,605,33,1,0,0,2,0,1
ENSG00000204882.3,13,8,0,0,1,10,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000204889.10,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,21,0,3,1,0,0,0,0
ENSG00000204899.5,131,117,47,25,39,355,118,105,80,60,72,72,458,168,168,135,2193,168,794,71,34,58,68,129
ENSG00000204904.7,1,1,1,1,0,13,2,4,4,2,0,1,0,1,0,0,0,0,15,0,2,0,2,6
ENSG00000204920.10,3,3,0,3,2,30,15,8,5,11,17,36,11,7,2,4,68,9,93,17,15,38,22,53
ENSG00000204922.4,424,370,156,89,129,839,248,171,166,99,97,116,1206,691,309,124,3307,178,1442,114,73,199,71,239
ENSG00000204923.3,8,9,3,4,8,68,20,15,8,5,10,3,7,4,3,2,57,5,108,13,13,29,12,39
ENSG00000204928.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000204929.12,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
ENSG00000204930.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000204934.10,9,5,0,1,0,38,20,22,11,11,10,1,5,8,2,1,42,6,19,4,0,3,5,8
ENSG00000204936.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1
ENSG00000204946.9,10,19,4,1,8,152,13,13,4,9,8,50,155,84,18,23,529,64,102,8,2,2,7,39
ENSG00000204947.8,6,6,4,6,5,98,3,10,8,22,11,24,8,3,4,5,114,15,47,1,5,22,14,43
ENSG00000204949.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,2,0,0,0
ENSG00000204950.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,1,0,0,0,0,0,12
ENSG00000204952.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000204954.9,123,110,52,57,28,270,108,89,120,68,41,64,132,61,41,27,299,26,393,43,51,132,26,75
ENSG00000204956.5,0,0,0,0,0,0,6,0,3,0,4,5,1,0,0,0,5,0,0,0,0,0,0,0
ENSG00000204959.4,2,6,0,5,1,26,0,0,0,0,0,1,14,5,6,3,68,2,15,1,2,1,1,2
ENSG00000204961.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000204963.5,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204967.10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000204970.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
ENSG00000204977.9,297,270,53,58,102,1040,224,173,156,137,155,379,319,207,86,69,1355,123,1057,96,41,70,96,301
ENSG00000204978.2,0,0,0,1,0,0,3,10,6,1,5,0,0,0,0,0,6,0,20,3,2,0,3,8
ENSG00000204983.13,0,0,0,0,0,1,0,0,0,0,0,0,43,20,14,56,328,106,1,0,0,0,0,0
ENSG00000204991.10,15,10,6,5,6,113,111,84,78,111,104,46,36,23,11,11,218,16,227,25,12,31,24,75
ENSG00000205002.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,2,1,4,13
ENSG00000205015.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205022.9,3,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205038.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
ENSG00000205041.1,4,4,1,1,1,23,7,0,2,4,2,1,7,3,1,1,19,0,43,3,0,12,1,6
ENSG00000205054.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000205056.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000205060.10,196,200,68,59,78,761,330,257,248,229,214,231,272,191,106,69,1098,94,1962,164,76,162,178,616
ENSG00000205076.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
ENSG00000205078.5,23,19,4,8,9,41,6,0,3,2,1,3,0,0,0,0,3,0,14,2,3,3,1,8
ENSG00000205084.10,9,28,6,13,11,86,22,9,20,25,13,22,17,7,6,10,72,5,50,7,7,12,6,5
ENSG00000205085.11,0,0,0,0,1,10,1,1,4,3,7,13,0,0,1,4,151,15,15,0,4,19,10,28
ENSG00000205086.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSG00000205089.7,2,1,0,1,0,0,0,0,1,0,0,0,14,5,8,4,38,1,0,0,0,0,0,0
ENSG00000205090.8,3,5,0,0,3,30,4,1,1,4,13,17,13,4,0,2,77,3,14,2,5,1,5,9
ENSG00000205100.2,17,7,2,7,3,32,4,1,1,3,2,1,6,6,1,1,39,1,9,3,0,5,1,1
ENSG00000205105.6,0,0,1,0,1,1,1,2,1,0,1,1,2,0,0,1,10,0,1,0,0,1,0,0
ENSG00000205106.4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000205111.8,0,0,0,0,0,8,0,4,1,0,14,48,0,0,0,0,20,8,5,2,0,0,5,30
ENSG00000205129.8,7,2,1,0,0,21,1,2,3,3,3,3,0,0,0,0,0,3,13,0,1,6,3,4
ENSG00000205133.11,4,18,7,5,5,64,64,74,86,55,41,54,55,33,29,31,255,23,287,19,21,48,21,72
ENSG00000205138.3,56,64,9,10,22,244,82,66,67,56,57,89,136,86,30,21,631,63,237,27,9,14,14,71
ENSG00000205143.2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
ENSG00000205155.7,350,315,96,102,136,1432,241,155,122,126,137,109,707,447,198,168,3833,193,3525,285,216,490,386,917
ENSG00000205177.6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205181.5,0,0,0,1,0,0,4,2,1,3,4,3,0,0,0,0,0,1,56,4,3,2,1,13
ENSG00000205184.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000205189.11,91,65,52,46,25,294,109,95,170,131,128,264,13,0,8,29,54,13,429,49,70,217,41,103
ENSG00000205208.4,104,93,19,22,48,185,97,69,44,40,48,36,118,46,23,22,648,47,389,36,42,61,34,71
ENSG00000205209.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000205212.3,0,0,0,0,0,0,13,9,11,3,7,11,0,0,0,0,0,0,1,0,1,5,0,3
ENSG00000205213.13,14,10,4,5,2,12,269,223,332,233,117,158,231,91,114,66,665,37,2927,311,193,342,225,520
ENSG00000205220.11,1,5,2,0,4,12,2,6,6,1,16,4,6,1,2,2,21,1,6,0,0,0,0,1
ENSG00000205221.12,4,6,2,0,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ENSG00000205250.8,275,268,102,69,127,745,266,251,215,139,162,171,282,92,114,81,1206,99,604,47,32,84,43,129
ENSG00000205268.10,72,55,19,24,15,139,55,49,48,28,34,46,80,39,24,12,332,25,327,28,22,30,26,58
ENSG00000205269.5,1,0,0,0,0,0,30,21,25,25,8,6,2,1,0,1,17,6,79,12,6,19,11,26
ENSG00000205277.9,0,0,2,0,0,1,3,0,1,1,0,1,80,29,17,11,336,24,8,0,6,10,1,0
ENSG00000205293.3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,4,0,1
ENSG00000205301.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000205302.6,227,249,53,77,81,478,192,167,256,205,159,200,198,83,62,81,573,63,949,93,67,176,60,204
ENSG00000205307.11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
ENSG00000205309.13,12,1,2,2,2,75,4,2,1,1,8,5,0,0,1,0,6,0,117,8,3,4,16,73
ENSG00000205318.5,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,3,3,9
ENSG00000205323.8,225,223,85,65,70,521,113,101,143,98,99,200,199,85,46,52,811,81,766,83,106,189,77,285
ENSG00000205334.2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ENSG00000205336.11,45,67,23,85,24,406,293,216,246,238,275,195,638,368,304,276,2716,120,47,6,0,8,3,8
ENSG00000205339.9,1291,1025,348,351,456,2491,1112,923,1110,870,894,1594,2632,1004,807,719,11719,1071,3688,370,193,525,279,889
ENSG00000205352.10,1341,1208,497,394,422,3568,903,659,703,540,678,399,2253,1234,591,373,7999,405,1998,217,137,187,160,286
ENSG00000205356.9,73,85,47,40,31,323,224,127,125,136,117,104,290,174,102,98,1508,56,978,81,59,137,76,301
ENSG00000205358.3,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000205359.9,3,0,0,0,1,1,0,2,0,0,1,2,0,0,0,0,1,0,9,0,2,0,1,0
ENSG00000205362.11,0,0,0,0,2,0,168,153,154,24,120,44,97,68,32,10,292,7,94,7,5,13,7,19
ENSG00000205363.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000205364.3,0,0,0,0,1,4,2,5,14,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000205403.13,0,1,0,0,3,0,536,535,484,373,390,192,0,0,0,0,5,0,14,4,1,4,1,2
ENSG00000205413.7,41,84,12,22,10,196,19,16,28,23,5,19,307,133,131,89,1729,180,321,35,11,53,31,75
ENSG00000205420.10,4,2,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000205423.11,5,3,0,0,1,10,7,6,9,3,8,11,2,2,1,2,12,2,28,2,0,3,5,8
ENSG00000205426.10,22,7,1,2,5,72,6,8,3,0,4,9,13,8,2,5,62,8,85,4,5,17,8,18
ENSG00000205436.7,0,0,0,0,0,1,53,61,20,22,15,1,1,0,0,1,3,0,180,19,1,1,11,6
ENSG00000205445.3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205456.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,1
ENSG00000205464.12,47,47,12,13,26,379,76,66,39,39,107,85,6,1,0,3,70,9,29,4,1,7,11,30
ENSG00000205476.8,118,117,22,35,42,357,231,178,208,138,108,112,178,103,59,39,568,35,500,50,33,46,27,85
ENSG00000205485.13,7,8,1,2,7,61,27,28,25,17,88,120,19,12,7,2,173,23,411,28,34,117,50,146
ENSG00000205488.8,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
ENSG00000205502.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0
ENSG00000205517.12,23,20,17,10,9,108,11,8,9,8,8,7,54,42,24,19,196,13,140,6,5,30,13,49
ENSG00000205531.12,2290,2040,717,523,699,4650,2392,2138,2129,1472,2171,1834,3365,1766,1027,498,11817,961,5474,526,268,562,357,1059
ENSG00000205534.6,1,1,0,2,0,5,2,0,3,0,1,4,2,0,0,0,4,0,1,0,0,0,0,0
ENSG00000205542.10,40,50,27,29,27,153,17,34,32,16,20,15,461,53,144,528,1294,117,3646,350,136,455,169,442
ENSG00000205544.3,209,181,53,47,73,367,282,214,185,124,223,49,101,43,25,31,294,12,1486,113,74,64,81,133
ENSG00000205559.3,23,30,7,3,5,31,17,14,9,6,5,6,6,5,1,0,14,0,52,10,0,2,1,4
ENSG00000205560.12,4,2,3,0,0,17,5,10,8,8,13,8,0,0,0,0,4,0,26,1,1,3,1,10
ENSG00000205562.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,6,8,3,8
ENSG00000205571.13,65,40,15,15,19,109,13,8,11,7,19,20,14,10,4,1,88,3,0,0,0,0,0,0
ENSG00000205579.3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000205581.10,1223,1191,434,390,454,4239,700,608,762,452,518,424,1028,457,350,293,5059,314,6025,618,435,824,475,1216
ENSG00000205583.13,4,2,3,3,1,21,3,0,0,3,0,6,2,2,1,1,12,0,6,0,0,3,0,4
ENSG00000205592.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000205593.11,9,3,4,3,1,53,6,6,5,13,8,0,31,21,3,9,155,10,19,0,1,1,5,12
ENSG00000205609.12,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205622.9,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,7,0,0,0,0,0,0,0
ENSG00000205628.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,12,10,16,1,24
ENSG00000205629.11,212,187,105,85,70,824,313,244,325,234,284,307,265,196,117,42,1364,66,1109,67,92,189,82,350
ENSG00000205634.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
ENSG00000205639.10,6,2,2,2,1,28,5,3,3,5,4,13,1,2,2,2,23,7,8,1,0,3,1,1
ENSG00000205642.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,4,0,0
ENSG00000205643.10,73,69,11,10,32,207,37,26,25,19,17,24,56,14,3,4,176,9,224,18,4,5,25,87
ENSG00000205649.7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0
ENSG00000205659.10,249,174,68,58,80,665,276,211,226,149,242,155,99,46,29,40,621,30,498,42,121,177,52,179
ENSG00000205663.5,0,0,0,0,0,0,3,2,2,5,2,1,1,3,2,0,3,0,2,0,0,0,0,0
ENSG00000205664.10,58,45,28,21,24,174,67,46,60,41,60,111,96,42,20,36,261,68,595,46,31,45,31,166
ENSG00000205667.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000205682.2,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0
ENSG00000205683.11,2,6,3,8,3,31,13,12,7,11,2,1,0,0,0,0,2,0,20,1,2,0,5,1
ENSG00000205702.10,0,0,0,0,1,0,2,0,0,0,4,6,2,1,1,0,2,0,0,0,0,0,0,0
ENSG00000205704.6,2,6,1,0,4,2,0,1,1,0,1,1,1,3,1,0,10,0,14,1,1,5,4,2
ENSG00000205707.10,41,48,10,13,13,110,72,55,19,38,23,17,57,15,5,11,165,8,379,33,16,24,14,63
ENSG00000205710.3,3,0,0,2,0,3,1,2,2,4,12,7,0,0,1,0,46,3,5,0,2,3,3,10
ENSG00000205726.14,555,475,171,246,132,898,828,549,1018,705,476,528,270,122,164,73,1100,62,4375,342,430,1048,350,921
ENSG00000205730.6,689,690,73,199,233,3224,463,279,305,459,631,764,278,141,64,91,1296,128,882,83,17,67,80,321
ENSG00000205740.2,0,0,0,0,0,1,1,2,0,1,2,0,2,0,0,0,1,0,1,2,0,2,0,2
ENSG00000205744.9,0,2,0,0,0,4,2,3,4,3,7,5,0,0,0,0,0,0,236,17,21,45,22,85
ENSG00000205758.11,115,109,39,28,46,363,76,47,43,32,52,64,41,26,18,7,154,13,945,85,49,51,64,244
ENSG00000205763.13,79,78,51,25,40,338,67,66,105,58,75,108,67,26,38,37,317,44,516,48,112,189,56,217
ENSG00000205765.8,79,46,21,13,19,151,59,55,95,43,63,75,44,24,14,23,270,16,188,21,13,40,18,60
ENSG00000205771.6,6,2,1,3,0,0,16,6,8,4,10,6,8,1,2,2,39,1,66,6,1,14,14,23
ENSG00000205777.17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,1,0,3,0,5
ENSG00000205786.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000205790.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205791.3,3,14,0,0,0,10,6,6,4,1,3,1,5,3,3,0,7,2,58,4,11,24,3,14
ENSG00000205795.4,2,2,1,3,0,8,0,0,0,0,3,0,0,0,0,0,7,0,20,0,2,0,1,4
ENSG00000205808.5,8,12,1,2,7,59,99,80,53,55,72,50,34,14,4,6,96,10,89,11,1,0,11,10
ENSG00000205809.9,3,4,2,3,5,4,2,1,7,3,0,0,5,2,8,5,9,0,409,47,48,385,28,54
ENSG00000205810.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,8,0,0
ENSG00000205832.7,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,0,0,1,2
ENSG00000205835.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
ENSG00000205838.13,1,2,0,0,0,0,4,1,0,0,2,5,0,0,0,0,5,0,4,0,0,1,0,0
ENSG00000205847.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0
ENSG00000205853.10,0,0,0,0,0,13,0,0,1,0,2,1,0,0,1,0,3,1,2,0,1,7,3,11
